,Amount,From,To,Txn,Type,punk_id
19635,"18.75Ξ ($35,704)",cryptoke…,0xb16386,"Jul 16, 2021",Sold,6561.0
19636,"18.75Ξ ($36,065)",0xb16386,,"Jul 15, 2021",Bid,6561.0
19637,"19.70Ξ ($37,894)",,,"Jul 15, 2021",Offered,6561.0
19638,"21Ξ ($40,150)",,,"Jul 15, 2021",Offered,6561.0
19639,,WrappedC…,cryptoke…,"Jul 15, 2021",(Unwrap),6561.0
19640,,0xcab4e9,WrappedC…,"Jul 09, 2021",(Wrap),6561.0
19641,,0xeb09a1,0xcab4e9,"Jul 09, 2021",Transfer,6561.0
19642,"19Ξ ($41,874)",,,"Jul 01, 2021",Offered,6561.0
19643,"17.75Ξ ($37,706)",0x8b27de,0xeb09a1,"Jun 30, 2021",Sold,6561.0
19644,"17.75Ξ ($37,855)",,,"Jun 29, 2021",Offered,6561.0
19645,,,0x8b27de,"Jun 23, 2017",Claimed,6561.0
19646,"35Ξ ($69,516)",,,"Jul 18, 2021",Offered,6562.0
19647,,,,"Jul 15, 2021",Offer Withdrawn,6562.0
19648,"24.90Ξ ($49,829)",,,"Jul 14, 2021",Offered,6562.0
19649,"23.90Ξ ($47,997)",,,"Jul 13, 2021",Offered,6562.0
19650,"19.50Ξ ($39,698)",point-gr…,,"Jul 13, 2021",Bid Withdrawn,6562.0
19651,"19.50Ξ ($40,863)",point-gr…,,"Jul 12, 2021",Bid,6562.0
19652,"24.90Ξ ($52,179)",,,"Jul 12, 2021",Offered,6562.0
19653,"29.90Ξ ($63,814)",,,"Jul 12, 2021",Offered,6562.0
19654,"15.60Ξ ($42,459)",quantbik…,0x0a24f6,"Jun 06, 2021",Sold,6562.0
19655,"15.60Ξ ($42,459)",,0x0a24f6,"Jun 06, 2021",Offered,6562.0
19656,"16.90Ξ ($48,013)",,,"Jun 03, 2021",Offered,6562.0
19657,"15.25Ξ ($41,437)",0x8b27de,quantbik…,"Jun 02, 2021",Sold,6562.0
19658,"15.25Ξ ($41,437)",,,"Jun 02, 2021",Offered,6562.0
19659,,,0x8b27de,"Jun 23, 2017",Claimed,6562.0
19660,,,,"Apr 24, 2021",Offer Withdrawn,6563.0
19661,"54.99Ξ ($139,895)",,,"Apr 22, 2021",Offered,6563.0
19662,"33.99Ξ ($86,471)",,,"Apr 22, 2021",Offered,6563.0
19663,,0xcbd482,0x577ebc,"Jan 30, 2021",Transfer,6563.0
19664,,,0xcbd482,"Jun 23, 2017",Claimed,6563.0
19665,,,,"Sep 14, 2020",Offer Withdrawn,6564.0
19666,"29Ξ ($6,680)",,,"Jun 18, 2020",Offered,6564.0
19667,0.10Ξ ($59),0x00d7c9,Kenney,"May 26, 2018",Sold,6564.0
19668,0.10Ξ ($59),,,"May 26, 2018",Offered,6564.0
19669,"3Ξ ($3,151)",,,"Jan 16, 2018",Offered,6564.0
19670,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,6564.0
19671,,,0x00d7c9,"Jun 23, 2017",Claimed,6564.0
19672,"4.80Ξ ($3,550)",0xa5c80b,,"Dec 30, 2020",Bid Withdrawn,6565.0
19673,,ddaavvee,snax,"Dec 29, 2020",Transfer,6565.0
19674,"4.80Ξ ($3,507)",0xa5c80b,,"Dec 29, 2020",Bid,6565.0
19675,1.39Ξ ($532),0xbfa319,,"Nov 04, 2020",Bid,6565.0
19676,"6.50Ξ ($2,528)",,,"Oct 31, 2020",Offered,6565.0
19677,0.42Ξ ($159),0xbfa319,,"Oct 15, 2020",Bid,6565.0
19678,"4Ξ ($1,408)",lemondro…,,"Oct 04, 2020",Bid Withdrawn,6565.0
19679,"4Ξ ($1,408)",lemondro…,,"Oct 04, 2020",Bid,6565.0
19680,"7.50Ξ ($2,597)",,,"Oct 04, 2020",Offered,6565.0
19681,"8Ξ ($2,870)",,,"Sep 29, 2020",Offered,6565.0
19682,"10Ξ ($3,472)",,,"Sep 25, 2020",Offered,6565.0
19683,,,ddaavvee,"Jun 23, 2017",Claimed,6565.0
19684,,,,"Apr 14, 2021",Offer Withdrawn,6566.0
19685,"42Ξ ($84,051)",,,"Apr 02, 2021",Offered,6566.0
19686,"72Ξ ($136,125)",,,"Mar 14, 2021",Offered,6566.0
19687,,,0xc480fb,"Jun 23, 2017",Claimed,6566.0
19688,"16.30Ξ ($38,920)",0x78f0a6,mxb.eth,"Jun 17, 2021",Sold,6567.0
19689,"16.30Ξ ($38,920)",mxb.eth,,"Jun 17, 2021",Bid,6567.0
19690,"15.80Ξ ($37,727)",mxb.eth,,"Jun 17, 2021",Bid Withdrawn,6567.0
19691,"17.30Ξ ($41,997)",,mxb.eth,"Jun 17, 2021",Offered,6567.0
19692,"15.80Ξ ($38,031)",mxb.eth,,"Jun 17, 2021",Bid,6567.0
19693,"19Ξ ($47,682)",,,"Jun 16, 2021",Offered,6567.0
19694,"25.50Ξ ($96,343)",,,"May 13, 2021",Offered,6567.0
19695,"64.27Ξ ($107,184)",,,"Mar 07, 2021",Offered,6567.0
19696,"36.50Ξ ($55,771)",,,"Mar 06, 2021",Offered,6567.0
19697,,,0x78f0a6,"Jun 23, 2017",Claimed,6567.0
19698,"41.69Ξ ($75,851)",,,"Jul 19, 2021",Offered,6568.0
19699,"40.69Ξ ($74,032)",0x6dbdc8,,"Jul 19, 2021",Bid Withdrawn,6568.0
19700,"40.69Ξ ($79,248)",0x6dbdc8,,"Jul 16, 2021",Bid,6568.0
19701,"38Ξ ($74,009)",0x6dbdc8,,"Jul 16, 2021",Bid Withdrawn,6568.0
19702,"42.69Ξ ($82,234)",,,"Jul 16, 2021",Offered,6568.0
19703,"38Ξ ($72,360)",0x6dbdc8,,"Jul 16, 2021",Bid,6568.0
19704,"45Ξ ($86,555)",,,"Jul 15, 2021",Offered,6568.0
19705,"35Ξ ($66,670)",0x6dbdc8,,"Jul 15, 2021",Bid,6568.0
19706,"49Ξ ($89,145)",,,"Jun 27, 2021",Offered,6568.0
19707,"28Ξ ($71,202)",0x3e17fa,0x18ee9c,"Jun 10, 2021",Sold,6568.0
19708,"28Ξ ($71,202)",0x18ee9c,,"Jun 10, 2021",Bid,6568.0
19709,"30Ξ ($76,288)",,,"Jun 10, 2021",Offered,6568.0
19710,"44Ξ ($115,067)",,,"Jun 05, 2021",Offered,6568.0
19711,"39Ξ ($108,478)",,,"Jun 02, 2021",Offered,6568.0
19712,"28Ξ ($74,010)",0x18ee9c,,"May 25, 2021",Bid Withdrawn,6568.0
19713,"28Ξ ($70,791)",0x18ee9c,,"May 24, 2021",Bid,6568.0
19714,,,,"May 24, 2021",Offer Withdrawn,6568.0
19715,"25Ξ ($50,808)",point-gr…,,"May 23, 2021",Bid Withdrawn,6568.0
19716,"55Ξ ($108,222)",,,"May 23, 2021",Offered,6568.0
19717,"25Ξ ($45,478)",point-gr…,,"May 23, 2021",Bid,6568.0
19718,"44Ξ ($85,422)",,,"May 23, 2021",Offered,6568.0
19719,"55Ξ ($125,191)",,,"May 22, 2021",Offered,6568.0
19720,,,,"Feb 17, 2021",Offer Withdrawn,6568.0
19721,"100Ξ ($181,723)",,,"Feb 14, 2021",Offered,6568.0
19722,"20Ξ ($36,569)",0xca8fe4,0x3e17fa,"Feb 14, 2021",Sold,6568.0
19723,"8Ξ ($13,290)",comicdao…,,"Feb 06, 2021",Bid Withdrawn,6568.0
19724,"8Ξ ($13,003)",comicdao…,,"Feb 04, 2021",Bid,6568.0
19725,"20Ξ ($31,781)",,,"Feb 03, 2021",Offered,6568.0
19726,0.15Ξ ($84),Dude_Nak…,,"Mar 20, 2018",Bid Withdrawn,6568.0
19727,0.15Ξ ($82),Dude_Nak…,,"Mar 17, 2018",Bid,6568.0
19728,,0x00bd9f,0xca8fe4,"Mar 08, 2018",Transfer,6568.0
19729,0.05Ξ ($16),0x7760e0,,"Jun 28, 2017",Bid,6568.0
19730,,,0x00bd9f,"Jun 23, 2017",Claimed,6568.0
19731,"19.50Ξ ($42,038)",AZonneve…,,"Jul 12, 2021",Bid Withdrawn,6569.0
19732,"19.50Ξ ($45,111)",AZonneve…,,"Jul 06, 2021",Bid,6569.0
19733,"25.99Ξ ($107,309)",,,"May 10, 2021",Offered,6569.0
19734,,,,"May 03, 2021",Offer Withdrawn,6569.0
19735,"23.98Ξ ($64,928)",,,"Apr 29, 2021",Offered,6569.0
19736,,0xcbd482,0x577ebc,"Jan 30, 2021",Transfer,6569.0
19737,,,0xcbd482,"Jun 23, 2017",Claimed,6569.0
19738,,,0x6611fe,"Jun 23, 2017",Claimed,6570.0
19739,"55Ξ ($114,504)",,,"Apr 09, 2021",Offered,6571.0
19740,"49.99Ξ ($102,371)",,,"Apr 08, 2021",Offered,6571.0
19741,"40Ξ ($72,859)",,,"Mar 29, 2021",Offered,6571.0
19742,"50Ξ ($84,434)",,,"Mar 29, 2021",Offered,6571.0
19743,"62Ξ ($109,843)",,,"Mar 22, 2021",Offered,6571.0
19744,"99.99Ξ ($191,834)",,,"Feb 22, 2021",Offered,6571.0
19745,"50Ξ ($96,817)",,,"Feb 18, 2021",Offered,6571.0
19746,"25Ξ ($33,551)",,,"Jan 29, 2021",Offered,6571.0
19747,"20Ξ ($20,896)",,,"Jan 12, 2021",Offered,6571.0
19748,"30Ξ ($10,916)",,,"Sep 28, 2020",Offered,6571.0
19749,"25Ξ ($8,651)",,,"Sep 24, 2020",Offered,6571.0
19750,"15Ξ ($3,003)",,,"May 21, 2020",Offered,6571.0
19751,1.29Ξ ($275),Pranksy,0x0713a6,"May 07, 2020",Sold,6571.0
19752,1.29Ξ ($252),,,"Apr 28, 2020",Offered,6571.0
19753,1.50Ξ ($202),,,"Jan 05, 2020",Offered,6571.0
19754,0.80Ξ ($140),,,"Sep 05, 2019",Offered,6571.0
19755,0.25Ξ ($45),0x00d7c9,Pranksy,"Sep 02, 2019",Sold,6571.0
19756,0.25Ξ ($45),,Pranksy,"Sep 02, 2019",Offered,6571.0
19757,1Ξ ($269),,,"Jul 13, 2019",Offered,6571.0
19758,,,0x00d7c9,"Jun 23, 2017",Claimed,6571.0
19759,"20.40Ξ ($49,698)",stazie,dealwith…,"Apr 15, 2021",Sold,6572.0
19760,"18.50Ξ ($42,411)",wookie.e…,,"Apr 14, 2021",Bid Withdrawn,6572.0
19761,"18.50Ξ ($42,604)",wookie.e…,,"Apr 14, 2021",Bid,6572.0
19762,"17Ξ ($39,150)",point-gr…,,"Apr 14, 2021",Bid,6572.0
19763,"20.40Ξ ($46,915)",,,"Apr 13, 2021",Offered,6572.0
19764,0.50Ξ ($95),0x27c79a,stazie,"Apr 23, 2020",Sold,6572.0
19765,0.50Ξ ($95),,,"Apr 23, 2020",Offered,6572.0
19766,0.48Ξ ($69),Goop,0x27c79a,"Jan 07, 2020",Sold,6572.0
19767,0.48Ξ ($65),,,"Jan 05, 2020",Offered,6572.0
19768,0.47Ξ ($63),,,"Jan 04, 2020",Offered,6572.0
19769,0.46Ξ ($62),,,"Jan 04, 2020",Offered,6572.0
19770,0.44Ξ ($59),,,"Jan 03, 2020",Offered,6572.0
19771,0.38Ξ ($51),0x87e225,Goop,"Dec 30, 2019",Sold,6572.0
19772,0.38Ξ ($80),,,"Aug 12, 2019",Offered,6572.0
19773,0.25Ξ ($53),0x00d7c9,0x87e225,"Aug 12, 2019",Sold,6572.0
19774,0.25Ξ ($54),,,"Aug 11, 2019",Offered,6572.0
19775,0.50Ξ ($153),,,"Jul 07, 2019",Offered,6572.0
19776,"4Ξ ($1,074)",,,"Jun 16, 2019",Offered,6572.0
19777,0.50Ξ ($96),,,"May 11, 2019",Offered,6572.0
19778,"1Ξ ($1,279)",,,"Jan 15, 2018",Offered,6572.0
19779,,,0x00d7c9,"Jun 23, 2017",Claimed,6572.0
19780,"21.98Ξ ($41,130)",,,"Jul 17, 2021",Offered,6574.0
19781,"21.48Ξ ($43,266)",,,"Jul 13, 2021",Offered,6574.0
19782,"19.88Ξ ($40,379)",,,"Jul 12, 2021",Offered,6574.0
19783,"19.39Ξ ($41,408)",,,"Jul 08, 2021",Offered,6574.0
19784,"17Ξ ($36,129)",sumrtime…,0x4affe1,"Jun 29, 2021",Sold,6574.0
19785,"17Ξ ($30,408)",,,"Jun 26, 2021",Offered,6574.0
19786,,WrappedC…,sumrtime…,"Jun 26, 2021",(Unwrap),6574.0
19787,,0x2c51da,WrappedC…,"May 12, 2021",(Wrap),6574.0
19788,,0x387405,0x2c51da,"May 12, 2021",Transfer,6574.0
19789,,,0x387405,"Jun 23, 2017",Claimed,6574.0
19790,"22Ξ ($51,307)",thecitad…,,"Jul 07, 2021",Bid Withdrawn,6575.0
19791,"22Ξ ($50,827)",thecitad…,,"Jul 07, 2021",Bid,6575.0
19792,2Ξ ($268),Zieg,Snowfro,"Mar 25, 2019",Sold,6575.0
19793,1.50Ξ ($201),Snowfro,,"Mar 25, 2019",Bid Withdrawn,6575.0
19794,2Ξ ($268),,,"Mar 25, 2019",Offered,6575.0
19795,1.50Ξ ($201),Snowfro,,"Mar 25, 2019",Bid,6575.0
19796,0.20Ξ ($45),0x976b59,,"Oct 02, 2018",Bid Withdrawn,6575.0
19797,0.20Ξ ($45),0x976b59,,"Oct 02, 2018",Bid,6575.0
19798,,,,"Jan 22, 2018",Offer Withdrawn,6575.0
19799,0.09Ξ ($113),BigF4581…,,"Jan 12, 2018",Bid Withdrawn,6575.0
19800,0.09Ξ ($113),BigF4581…,,"Jan 12, 2018",Bid,6575.0
19801,0.69Ξ ($203),,,"Sep 12, 2017",Offered,6575.0
19802,0.95Ξ ($282),,,"Aug 13, 2017",Offered,6575.0
19803,1.50Ξ ($331),,,"Aug 04, 2017",Offered,6575.0
19804,,Spilliae…,Zieg,"Jul 18, 2017",Transfer,6575.0
19805,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid Withdrawn,6575.0
19806,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,6575.0
19807,,,Spilliae…,"Jun 23, 2017",Claimed,6575.0
19808,"6Ξ ($4,392)",0x3d826e,district…,"Dec 29, 2020",Sold,6576.0
19809,"6Ξ ($3,809)",district…,,"Dec 27, 2020",Bid,6576.0
19810,"5Ξ ($3,177)",Pranksy,,"Dec 26, 2020",Bid,6576.0
19811,"4.50Ξ ($2,859)",natealex,,"Dec 26, 2020",Bid,6576.0
19812,0.25Ξ ($179),0x00d7c9,0x3d826e,"Dec 28, 2017",Sold,6576.0
19813,0.25Ξ ($74),,,"Sep 12, 2017",Offered,6576.0
19814,0.30Ξ ($97),,,"Aug 21, 2017",Offered,6576.0
19815,0.40Ξ ($121),,,"Aug 16, 2017",Offered,6576.0
19816,,,,"Jul 25, 2017",Offer Withdrawn,6576.0
19817,0.40Ξ ($90),,,"Jul 24, 2017",Offered,6576.0
19818,1Ξ ($228),,,"Jul 23, 2017",Offered,6576.0
19819,,,0x00d7c9,"Jun 23, 2017",Claimed,6576.0
19820,,Pixls,punks.pi…,"Mar 06, 2021",Transfer,6577.0
19821,,,,"Sep 25, 2020",Offer Withdrawn,6577.0
19822,"30Ξ ($11,193)",,,"Sep 12, 2020",Offered,6577.0
19823,,,,"May 26, 2020",Offer Withdrawn,6577.0
19824,"10Ξ ($1,437)",,,"Jan 11, 2020",Offered,6577.0
19825,5.50Ξ ($722),,,"Dec 31, 2019",Offered,6577.0
19826,0.80Ξ ($104),Pranksy,Pixls,"Dec 31, 2019",Sold,6577.0
19827,0.80Ξ ($141),,,"Oct 17, 2019",Offered,6577.0
19828,1.19Ξ ($208),,,"Sep 05, 2019",Offered,6577.0
19829,0.25Ξ ($45),0x00d7c9,Pranksy,"Sep 02, 2019",Sold,6577.0
19830,0.25Ξ ($45),,Pranksy,"Sep 02, 2019",Offered,6577.0
19831,3Ξ ($807),,,"Jul 13, 2019",Offered,6577.0
19832,0.40Ξ ($123),Pranksy,,"Jul 09, 2019",Bid Withdrawn,6577.0
19833,0.40Ξ ($123),Pranksy,,"Jul 07, 2019",Bid,6577.0
19834,,,0x00d7c9,"Jun 23, 2017",Claimed,6577.0
19835,,,0x06bf2b,"Jun 23, 2017",Claimed,6578.0
19836,,,,"Jun 18, 2021",Offer Withdrawn,6579.0
19837,"60Ξ ($123,832)",,,"Apr 08, 2021",Offered,6579.0
19838,"22Ξ ($38,855)",0x5fd36a,,"Mar 12, 2021",Bid Withdrawn,6579.0
19839,"44Ξ ($77,710)",,,"Mar 12, 2021",Offered,6579.0
19840,"22Ξ ($38,855)",0x5fd36a,,"Mar 12, 2021",Bid,6579.0
19841,"33Ξ ($60,558)",,,"Mar 09, 2021",Offered,6579.0
19842,"44Ξ ($76,698)",,,"Mar 08, 2021",Offered,6579.0
19843,"45Ξ ($68,342)",,,"Mar 05, 2021",Offered,6579.0
19844,,,,"Sep 28, 2020",Offer Withdrawn,6579.0
19845,"10Ξ ($3,700)",,,"Sep 15, 2020",Offered,6579.0
19846,3Ξ ($612),,,"May 25, 2020",Offered,6579.0
19847,2Ξ ($327),,,"Jan 16, 2020",Offered,6579.0
19848,0.85Ξ ($245),,,"Jul 06, 2019",Offered,6579.0
19849,0.40Ξ ($115),0x00d7c9,Pixls,"Jul 06, 2019",Sold,6579.0
19850,0.40Ξ ($115),,,"Jul 06, 2019",Offered,6579.0
19851,"4Ξ ($1,074)",,,"Jun 16, 2019",Offered,6579.0
19852,0.70Ξ ($118),,,"May 03, 2019",Offered,6579.0
19853,,,0x00d7c9,"Jun 23, 2017",Claimed,6579.0
19854,"22Ξ ($45,374)",0x0d7794,0x7989e7,"Apr 09, 2021",Sold,6580.0
19855,"19Ξ ($39,187)",0xed5bd5,,"Apr 09, 2021",Bid Withdrawn,6580.0
19856,"19Ξ ($39,434)",0xed5bd5,,"Apr 09, 2021",Bid,6580.0
19857,"22Ξ ($45,660)",,,"Apr 09, 2021",Offered,6580.0
19858,"25Ξ ($51,773)",,,"Apr 05, 2021",Offered,6580.0
19859,,WrappedC…,0x0d7794,"Apr 05, 2021",(Unwrap),6580.0
19860,,0xf7dc63,WrappedC…,"Dec 29, 2020",(Wrap),6580.0
19861,,mayweall…,0xf7dc63,"Dec 29, 2020",Transfer,6580.0
19862,"5.27Ξ ($3,819)",0x0a4eaf…,mayweall…,"Dec 29, 2020",Sold,6580.0
19863,"4.75Ξ ($3,405)",CPyrc,,"Dec 29, 2020",Bid Withdrawn,6580.0
19864,"4.75Ξ ($3,464)",CPyrc,,"Dec 29, 2020",Bid,6580.0
19865,"4.65Ξ ($3,391)",0xf249bf,,"Dec 29, 2020",Bid Withdrawn,6580.0
19866,"4.65Ξ ($3,435)",0xf249bf,,"Dec 28, 2020",Bid,6580.0
19867,"5.27Ξ ($3,893)",,,"Dec 28, 2020",Offered,6580.0
19868,0.59Ξ ($100),ross_VRO…,0x0a4eaf…,"Jan 17, 2020",Sold,6580.0
19869,0.59Ξ ($97),0x0a4eaf…,,"Jan 16, 2020",Bid,6580.0
19870,0.69Ξ ($95),,,"Jan 05, 2020",Offered,6580.0
19871,0.42Ξ ($55),TweetyPi…,ross_VRO…,"Jan 01, 2020",Sold,6580.0
19872,0.42Ξ ($55),,,"Dec 31, 2019",Offered,6580.0
19873,,,,"Dec 31, 2019",Offer Withdrawn,6580.0
19874,0.58Ξ ($75),,,"Dec 30, 2019",Offered,6580.0
19875,,,,"Dec 30, 2019",Offer Withdrawn,6580.0
19876,0.00Ξ ($0.00),,,"Dec 30, 2019",Offered,6580.0
19877,0.30Ξ ($38),ark1,TweetyPi…,"Dec 21, 2019",Sold,6580.0
19878,0.25Ξ ($32),0xd75ed3,,"Dec 21, 2019",Bid Withdrawn,6580.0
19879,0.25Ξ ($32),0xd75ed3,,"Dec 21, 2019",Bid,6580.0
19880,0.30Ξ ($38),,,"Dec 21, 2019",Offered,6580.0
19881,0.35Ξ ($45),,,"Dec 20, 2019",Offered,6580.0
19882,0.40Ξ ($70),,,"Nov 19, 2019",Offered,6580.0
19883,0.25Ξ ($47),0x00d7c9,ark1,"Sep 15, 2019",Sold,6580.0
19884,0.25Ξ ($47),,ark1,"Sep 15, 2019",Offered,6580.0
19885,1Ξ ($313),,,"Jul 08, 2019",Offered,6580.0
19886,,,0x00d7c9,"Jun 23, 2017",Claimed,6580.0
19887,"77.70Ξ ($146,415)",,,"Jul 19, 2021",Offered,6581.0
19888,"74.98Ξ ($144,322)",,,"Jul 15, 2021",Offered,6581.0
19889,"69.88Ξ ($138,863)",,,"Jul 14, 2021",Offered,6581.0
19890,"60Ξ ($119,663)",keyboard…,,"Jul 14, 2021",Bid Withdrawn,6581.0
19891,"65Ξ ($129,635)",,,"Jul 14, 2021",Offered,6581.0
19892,"60Ξ ($119,663)",keyboard…,,"Jul 14, 2021",Bid,6581.0
19893,"67.89Ξ ($136,747)",,,"Jul 13, 2021",Offered,6581.0
19894,"69.98Ξ ($161,678)",,,"Jul 07, 2021",Offered,6581.0
19895,"55Ξ ($126,845)",keyboard…,,"Jul 06, 2021",Bid Withdrawn,6581.0
19896,"62.69Ξ ($138,252)",,,"Jul 06, 2021",Offered,6581.0
19897,"55Ξ ($122,175)",keyboard…,,"Jul 05, 2021",Bid,6581.0
19898,"64.98Ξ ($145,888)",,,"Jul 05, 2021",Offered,6581.0
19899,"67.99Ξ ($160,768)",,,"Jul 04, 2021",Offered,6581.0
19900,"68.88Ξ ($151,187)",,,"Jul 03, 2021",Offered,6581.0
19901,"73.88Ξ ($154,676)",,,"Jul 02, 2021",Offered,6581.0
19902,,,,"Jul 01, 2021",Offer Withdrawn,6581.0
19903,"69.99Ξ ($158,058)",,,"Jul 01, 2021",Offered,6581.0
19904,"50Ξ ($106,404)",point-gr…,daddykal…,"Jun 28, 2021",Sold,6581.0
19905,"52.95Ξ ($112,551)",,,"Jun 28, 2021",Offered,6581.0
19906,"50Ξ ($106,280)",daddykal…,,"Jun 28, 2021",Bid,6581.0
19907,"55Ξ ($116,908)",,,"Jun 28, 2021",Offered,6581.0
19908,"47Ξ ($99,176)",daddykal…,,"Jun 28, 2021",Bid Withdrawn,6581.0
19909,"53Ξ ($110,861)",,,"Jun 28, 2021",Offered,6581.0
19910,"47Ξ ($98,310)",daddykal…,,"Jun 28, 2021",Bid,6581.0
19911,"55Ξ ($99,846)",,,"Jun 25, 2021",Offered,6581.0
19912,"49.95Ξ ($99,836)",,,"Jun 24, 2021",Offered,6581.0
19913,"50.50Ξ ($102,096)",,,"Jun 24, 2021",Offered,6581.0
19914,"51.50Ξ ($100,659)",,,"Jun 23, 2021",Offered,6581.0
19915,"52Ξ ($115,415)",,,"Jun 19, 2021",Offered,6581.0
19916,"55Ξ ($123,987)",,,"Jun 18, 2021",Offered,6581.0
19917,"56Ξ ($134,959)",,,"Jun 17, 2021",Offered,6581.0
19918,"57Ξ ($138,627)",,,"Jun 16, 2021",Offered,6581.0
19919,"58Ξ ($146,856)",,,"Jun 15, 2021",Offered,6581.0
19920,"59Ξ ($149,770)",,,"Jun 14, 2021",Offered,6581.0
19921,"60Ξ ($147,662)",,,"Jun 11, 2021",Offered,6581.0
19922,"62Ξ ($151,455)",,,"Jun 10, 2021",Offered,6581.0
19923,"63Ξ ($162,168)",,,"Jun 09, 2021",Offered,6581.0
19924,"67Ξ ($166,847)",,,"Jun 08, 2021",Offered,6581.0
19925,"45Ξ ($117,822)",0xd68965,point-gr…,"Jun 07, 2021",Sold,6581.0
19926,,,,"Jun 07, 2021",Offer Withdrawn,6581.0
19927,"45Ξ ($122,353)",point-gr…,,"Jun 06, 2021",Bid,6581.0
19928,"47.50Ξ ($129,151)",point-gr…,,"Jun 06, 2021",Bid Withdrawn,6581.0
19929,"57Ξ ($153,840)",,,"Jun 06, 2021",Offered,6581.0
19930,"47.50Ξ ($125,201)",point-gr…,,"Jun 05, 2021",Bid,6581.0
19931,"45Ξ ($118,611)",point-gr…,,"Jun 05, 2021",Bid Withdrawn,6581.0
19932,"60Ξ ($158,149)",,,"Jun 05, 2021",Offered,6581.0
19933,"45Ξ ($118,668)",point-gr…,,"Jun 05, 2021",Bid,6581.0
19934,"65Ξ ($176,563)",,,"Jun 05, 2021",Offered,6581.0
19935,,0xeb9191,0xd68965,"May 02, 2021",Transfer,6581.0
19936,,,,"Apr 10, 2021",Offer Withdrawn,6581.0
19937,"99Ξ ($204,950)",,,"Apr 10, 2021",Offered,6581.0
19938,,,,"Feb 15, 2021",Offer Withdrawn,6581.0
19939,"300Ξ ($330,042)",,,"Jan 13, 2021",Offered,6581.0
19940,"30Ξ ($39,283)",,,"Jan 10, 2021",Offered,6581.0
19941,"36Ξ ($42,971)",,,"Jan 06, 2021",Offered,6581.0
19942,,,,"Nov 26, 2020",Offer Withdrawn,6581.0
19943,"31Ξ ($15,999)",,,"Nov 21, 2020",Offered,6581.0
19944,,,,"Nov 05, 2020",Offer Withdrawn,6581.0
19945,"27Ξ ($10,815)",,,"Nov 04, 2020",Offered,6581.0
19946,,,,"Nov 03, 2020",Offer Withdrawn,6581.0
19947,"28Ξ ($10,898)",,,"Nov 02, 2020",Offered,6581.0
19948,,,,"Oct 29, 2020",Offer Withdrawn,6581.0
19949,"20Ξ ($7,899)",trill,,"Oct 27, 2020",Bid Withdrawn,6581.0
19950,"20Ξ ($7,886)",trill,,"Oct 27, 2020",Bid,6581.0
19951,"30Ξ ($12,224)",,,"Oct 25, 2020",Offered,6581.0
19952,,,,"Oct 23, 2020",Offer Withdrawn,6581.0
19953,"36Ξ ($13,672)",,,"Oct 19, 2020",Offered,6581.0
19954,,,,"Sep 07, 2020",Offer Withdrawn,6581.0
19955,"8.50Ξ ($3,614)",,,"Aug 30, 2020",Offered,6581.0
19956,,,,"Aug 30, 2020",Offer Withdrawn,6581.0
19957,"9Ξ ($3,555)",,,"Aug 29, 2020",Offered,6581.0
19958,,,,"Aug 20, 2020",Offer Withdrawn,6581.0
19959,"9.99Ξ ($4,330)",,,"Aug 15, 2020",Offered,6581.0
19960,,0x4c1bd9…,0xeb9191,"Jul 24, 2020",Transfer,6581.0
19961,,,,"Jul 17, 2020",Offer Withdrawn,6581.0
19962,"6Ξ ($1,396)",0xaf5e63,,"Jul 16, 2020",Bid Withdrawn,6581.0
19963,"12Ξ ($2,785)",,,"Jul 16, 2020",Offered,6581.0
19964,"6Ξ ($1,405)",0xaf5e63,,"Jul 16, 2020",Bid,6581.0
19965,,,,"Jul 14, 2020",Offer Withdrawn,6581.0
19966,"10Ξ ($2,409)",,,"Jul 12, 2020",Offered,6581.0
19967,"11Ξ ($2,644)",,,"Jul 10, 2020",Offered,6581.0
19968,,,,"Jun 28, 2020",Offer Withdrawn,6581.0
19969,"7.50Ξ ($1,751)",0xaf5e63,,"Jun 25, 2020",Bid Withdrawn,6581.0
19970,"7.50Ξ ($1,751)",0xaf5e63,,"Jun 25, 2020",Bid,6581.0
19971,"8Ξ ($1,875)",0xaf5e63,,"Jun 25, 2020",Bid Withdrawn,6581.0
19972,"12Ξ ($2,812)",,,"Jun 25, 2020",Offered,6581.0
19973,"8Ξ ($1,861)",0xaf5e63,,"Jun 25, 2020",Bid,6581.0
19974,"11Ξ ($2,546)",,,"Jun 25, 2020",Offered,6581.0
19975,"6Ξ ($1,278)",Pranksy,,"May 20, 2020",Bid Withdrawn,6581.0
19976,"6Ξ ($1,281)",Pranksy,,"May 20, 2020",Bid,6581.0
19977,,,,"May 07, 2020",Offer Withdrawn,6581.0
19978,"15Ξ ($3,063)",,,"May 05, 2020",Offered,6581.0
19979,3Ξ ($702),0x7e5280,0x4c1bd9…,"May 18, 2019",Sold,6581.0
19980,1.50Ξ ($289),jmg,,"May 11, 2019",Bid Withdrawn,6581.0
19981,3Ξ ($512),,,"Apr 23, 2019",Offered,6581.0
19982,1.50Ξ ($258),jmg,,"Apr 22, 2019",Bid,6581.0
19983,3.25Ξ ($559),,,"Apr 22, 2019",Offered,6581.0
