,Amount,From,To,Txn,Type,punk_id
41349,,,0xbc081c,"Jun 23, 2017",Claimed,8209.0
41350,,,,"May 28, 2021",Offer Withdrawn,8210.0
41351,"45Ξ ($150,529)",,,"May 05, 2021",Offered,8210.0
41352,"69.69Ξ ($222,425)",,,"May 03, 2021",Offered,8210.0
41353,"20Ξ ($38,676)",TokenAng…,,"Feb 19, 2021",Bid Withdrawn,8210.0
41354,"20Ξ ($38,727)",TokenAng…,,"Feb 18, 2021",Bid,8210.0
41355,"15Ξ ($29,020)",0x19f233,barthazi…,"Feb 18, 2021",Sold,8210.0
41356,"15Ξ ($28,696)",barthazi…,,"Feb 18, 2021",Bid,8210.0
41357,"13Ξ ($24,870)",thi,,"Feb 18, 2021",Bid,8210.0
41358,"14Ξ ($26,783)",0x07c5ea,,"Feb 18, 2021",Bid Withdrawn,8210.0
41359,"14Ξ ($26,829)",0x07c5ea,,"Feb 18, 2021",Bid,8210.0
41360,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,8210.0
41361,"25Ξ ($7,614)",,,"Jun 24, 2017",Offered,8210.0
41362,,,0x19f233,"Jun 23, 2017",Claimed,8210.0
41363,0.53Ξ ($102),0x1a96af,Catdog,"Apr 27, 2020",Sold,8211.0
41364,0.45Ξ ($87),Catdog,,"Apr 27, 2020",Bid Withdrawn,8211.0
41365,0.45Ξ ($89),Catdog,,"Apr 26, 2020",Bid,8211.0
41366,0.53Ξ ($91),,,"Apr 17, 2020",Offered,8211.0
41367,,0xe45df5,0x1a96af,"Apr 17, 2020",Transfer,8211.0
41368,0.70Ξ ($213),,,"Jun 24, 2017",Offered,8211.0
41369,,,0xe45df5,"Jun 23, 2017",Claimed,8211.0
41370,"20Ξ ($39,888)",0x8a76b7,0xe2cea5,"Jul 14, 2021",Sold,8212.0
41371,"20Ξ ($78,886)",,,"May 13, 2021",Offered,8212.0
41372,"25Ξ ($106,497)",,,"May 12, 2021",Offered,8212.0
41373,"7.80Ξ ($14,343)",0x13816f,0x8a76b7,"Feb 14, 2021",Sold,8212.0
41374,"7.80Ξ ($14,056)",,,"Feb 13, 2021",Offered,8212.0
41375,,WrappedC…,0x13816f,"Feb 01, 2021",(Unwrap),8212.0
41376,"4.60Ξ ($1,720)",itsfine,0x13816f,"Oct 12, 2020",Sold,8212.0
41377,,0xa3f891,WrappedC…,"Oct 02, 2020",(Wrap),8212.0
41378,,itsfine,0xa3f891,"Oct 02, 2020",Transfer,8212.0
41379,,0x87cbbc,itsfine,"Sep 26, 2020",Transfer,8212.0
41380,,0x93db36,0x87cbbc,"Sep 20, 2020",Transfer,8212.0
41381,,WrappedC…,0x93db36,"Sep 20, 2020",(Unwrap),8212.0
41382,2.50Ξ ($961),Hemba,0x93db36,"Sep 20, 2020",Sold,8212.0
41383,,0x193847,WrappedC…,"Sep 16, 2020",(Wrap),8212.0
41384,,Hemba,0x193847,"Sep 16, 2020",Transfer,8212.0
41385,,,Hemba,"Jun 23, 2017",Claimed,8212.0
41386,"14Ξ ($47,884)",sartoshi…,zonted,"May 18, 2021",Sold,8213.0
41387,"14Ξ ($46,798)",zonted,,"May 18, 2021",Bid,8213.0
41388,"14.50Ξ ($50,779)",,,"May 18, 2021",Offered,8213.0
41389,"15.50Ξ ($51,823)",,,"May 18, 2021",Offered,8213.0
41390,"12Ξ ($40,782)",0x087173,,"May 17, 2021",Bid Withdrawn,8213.0
41391,"13.50Ξ ($44,104)",sighduck…,sartoshi…,"May 17, 2021",Sold,8213.0
41392,"12Ξ ($39,203)",0x087173,,"May 17, 2021",Bid,8213.0
41393,"13.50Ξ ($44,104)",,,"May 17, 2021",Offered,8213.0
41394,"7Ξ ($23,950)",0xf94455,,"May 17, 2021",Bid,8213.0
41395,"14.90Ξ ($52,397)",,,"May 17, 2021",Offered,8213.0
41396,"19.50Ξ ($68,800)",,,"May 08, 2021",Offered,8213.0
41397,"19Ξ ($65,319)",0xbff231,,"May 07, 2021",Bid Withdrawn,8213.0
41398,"19Ξ ($65,598)",0xbff231,,"May 07, 2021",Bid,8213.0
41399,"18Ξ ($63,030)",0x087173,,"May 07, 2021",Bid,8213.0
41400,"19.75Ξ ($69,392)",,,"May 06, 2021",Offered,8213.0
41401,"19.49Ξ ($67,077)",,,"May 06, 2021",Offered,8213.0
41402,"20.50Ξ ($70,090)",,,"May 05, 2021",Offered,8213.0
41403,,WrappedC…,sighduck…,"May 05, 2021",(Unwrap),8213.0
41404,,0x35b0c0,WrappedC…,"May 05, 2021",(Wrap),8213.0
41405,,sighduck…,0x35b0c0,"May 05, 2021",Transfer,8213.0
41406,"10Ξ ($34,344)",metadive…,,"May 05, 2021",Bid Withdrawn,8213.0
41407,"10Ξ ($34,344)",metadive…,,"May 05, 2021",Bid,8213.0
41408,"19Ξ ($65,253)",TweetyPi…,sighduck…,"May 05, 2021",Sold,8213.0
41409,"19Ξ ($65,253)",,,"May 05, 2021",Offered,8213.0
41410,"21Ξ ($71,308)",,,"May 04, 2021",Offered,8213.0
41411,"22Ξ ($69,824)",wilcox.e…,TweetyPi…,"May 03, 2021",Sold,8213.0
41412,"22Ξ ($53,005)",,,"Apr 26, 2021",Offered,8213.0
41413,,Wilcox,wilcox.e…,"Apr 25, 2021",Transfer,8213.0
41414,"21.50Ξ ($52,785)",,,"Apr 17, 2021",Offered,8213.0
41415,,0x00d7c9,Wilcox,"Sep 15, 2019",Transfer,8213.0
41416,0.75Ξ ($230),,,"Jul 07, 2019",Offered,8213.0
41417,,,0x00d7c9,"Jun 23, 2017",Claimed,8213.0
41418,"350Ξ ($607,079)",,,"Feb 22, 2021",Offered,8214.0
41419,"112Ξ ($141,173)",,,"Jan 07, 2021",Offered,8214.0
41420,0.29Ξ ($46),0xbc081c,Tschuuul…,"Apr 15, 2019",Sold,8214.0
41421,0.29Ξ ($46),,,"Apr 15, 2019",Offered,8214.0
41422,0.90Ξ ($844),,,"Feb 16, 2018",Offered,8214.0
41423,,,,"Feb 15, 2018",Offer Withdrawn,8214.0
41424,0.15Ξ ($39),,,"Sep 21, 2017",Offered,8214.0
41425,,metakid,0xbc081c,"Sep 20, 2017",Transfer,8214.0
41426,,,metakid,"Jun 23, 2017",Claimed,8214.0
41427,0.65Ξ ($168),MrTpunks…,0x2f120e,"Feb 20, 2020",Sold,8216.0
41428,0.65Ξ ($155),,,"Feb 11, 2020",Offered,8216.0
41429,0.79Ξ ($173),,,"Feb 07, 2020",Offered,8216.0
41430,0.85Ξ ($160),,,"Feb 02, 2020",Offered,8216.0
41431,0.69Ξ ($111),0x682c30,MrTpunks…,"Jan 16, 2020",Sold,8216.0
41432,0.69Ξ ($155),,,"Aug 03, 2017",Offered,8216.0
41433,,,0x682c30,"Jun 23, 2017",Claimed,8216.0
41434,,sov,sov.eth,"Apr 25, 2021",Transfer,8217.0
41435,"0.70Ξ ($1,240)",0xcd2c66,,"Mar 17, 2021",Bid Withdrawn,8217.0
41436,0.70Ξ ($170),0xcd2c66,,"Jun 09, 2020",Bid,8217.0
41437,0.25Ξ ($69),0x6611fe,,"Jul 03, 2017",Bid,8217.0
41438,,,sov,"Jun 23, 2017",Claimed,8217.0
41439,,,,"Feb 17, 2021",Offer Withdrawn,8218.0
41440,"18Ξ ($31,312)",,,"Feb 10, 2021",Offered,8218.0
41441,"14Ξ ($5,059)",,,"Oct 01, 2020",Offered,8218.0
41442,"15Ξ ($5,288)",,,"Sep 29, 2020",Offered,8218.0
41443,,,ddaavvee,"Jun 23, 2017",Claimed,8218.0
41444,,gmoney,0xcf74e4,"Jan 08, 2021",Transfer,8219.0
41445,"140Ξ ($150,275)",0x33eaae,gmoney,"Jan 06, 2021",Sold,8219.0
41446,"140Ξ ($150,275)",gmoney,,"Jan 06, 2021",Bid,8219.0
41447,"175Ξ ($185,666)",,,"Jan 05, 2021",Offered,8219.0
41448,"215Ξ ($232,897)",,,"Jan 05, 2021",Offered,8219.0
41449,,,,"Jan 01, 2021",Offer Withdrawn,8219.0
41450,"225Ξ ($165,805)",,,"Dec 31, 2020",Offered,8219.0
41451,"45Ξ ($16,996)",jmg,,"Oct 14, 2020",Bid Withdrawn,8219.0
41452,,0x585f98,0x33eaae,"Oct 08, 2020",Transfer,8219.0
41453,"45Ξ ($15,352)",jmg,,"Oct 08, 2020",Bid,8219.0
41454,"10Ξ ($3,541)",Existenc…,,"Sep 29, 2020",Bid,8219.0
41455,"7Ξ ($2,664)",Existenc…,,"Sep 19, 2020",Bid Withdrawn,8219.0
41456,"7Ξ ($2,743)",Existenc…,,"Sep 17, 2020",Bid,8219.0
41457,4Ξ ($985),exist,,"Jun 04, 2020",Bid Withdrawn,8219.0
41458,4Ξ ($953),exist,,"Jun 01, 2020",Bid,8219.0
41459,2Ξ ($416),exist,,"May 22, 2020",Bid Withdrawn,8219.0
41460,2Ξ ($424),exist,,"May 19, 2020",Bid,8219.0
41461,"1.75Ξ ($1,836)",jmg,,"Jan 21, 2018",Bid Withdrawn,8219.0
41462,"1.75Ξ ($1,838)",jmg,,"Jan 16, 2018",Bid,8219.0
41463,0.05Ξ ($66),0x00d7c9,,"Jan 15, 2018",Bid Withdrawn,8219.0
41464,0.05Ξ ($66),0x00d7c9,,"Jan 15, 2018",Bid,8219.0
41465,0.05Ξ ($16),0x7760e0,,"Jun 28, 2017",Bid,8219.0
41466,,,0x585f98,"Jun 23, 2017",Claimed,8219.0
41467,"75Ξ ($140,796)",,,"Jul 17, 2021",Offered,8220.0
41468,"37.50Ξ ($124,339)",0xccc003,0x340dc2,"May 03, 2021",Sold,8220.0
41469,"37.50Ξ ($82,846)",,,"Apr 24, 2021",Offered,8220.0
41470,,,,"Apr 24, 2021",Offer Withdrawn,8220.0
41471,"28Ξ ($64,938)",0x340dc2,,"Apr 24, 2021",Bid Withdrawn,8220.0
41472,"33.50Ξ ($78,506)",,,"Apr 23, 2021",Offered,8220.0
41473,,,,"Apr 23, 2021",Offer Withdrawn,8220.0
41474,"28Ξ ($67,390)",0x340dc2,,"Apr 22, 2021",Bid,8220.0
41475,"33.50Ξ ($70,235)",0xcf8401,,"Apr 18, 2021",Bid Withdrawn,8220.0
41476,"33.50Ξ ($74,008)",0xcf8401,,"Apr 18, 2021",Bid,8220.0
41477,"35Ξ ($73,673)",,,"Apr 03, 2021",Offered,8220.0
41478,,,,"Apr 03, 2021",Offer Withdrawn,8220.0
41479,"85Ξ ($145,696)",,,"Mar 24, 2021",Offered,8220.0
41480,,,,"Mar 24, 2021",Offer Withdrawn,8220.0
41481,"260Ξ ($461,058)",,,"Mar 15, 2021",Offered,8220.0
41482,"32.50Ξ ($47,760)",Pranksy,0xccc003,"Feb 27, 2021",Sold,8220.0
41483,"32.50Ξ ($47,760)",0xccc003,,"Feb 27, 2021",Bid,8220.0
41484,"30Ξ ($44,086)",0xccc003,,"Feb 27, 2021",Bid Withdrawn,8220.0
41485,"35Ξ ($52,045)",,,"Feb 27, 2021",Offered,8220.0
41486,"30Ξ ($44,610)",0xccc003,,"Feb 27, 2021",Bid,8220.0
41487,"38Ξ ($55,396)",,,"Feb 26, 2021",Offered,8220.0
41488,"70Ξ ($124,822)",,,"Feb 22, 2021",Offered,8220.0
41489,"99.99Ξ ($176,779)",,,"Feb 09, 2021",Offered,8220.0
41490,"13Ξ ($22,984)",0x33eaae,Pranksy,"Feb 09, 2021",Sold,8220.0
41491,"13Ξ ($15,433)",,,"Jan 11, 2021",Offered,8220.0
41492,"15Ξ ($15,963)",,,"Jan 05, 2021",Offered,8220.0
41493,1Ξ ($373),Existenc…,,"Oct 11, 2020",Bid Withdrawn,8220.0
41494,,0x585f98,0x33eaae,"Oct 08, 2020",Transfer,8220.0
41495,1Ξ ($354),Existenc…,,"Sep 29, 2020",Bid,8220.0
41496,0.05Ξ ($14),0x717403,,"Jun 30, 2017",Bid Withdrawn,8220.0
41497,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,8220.0
41498,,,0x585f98,"Jun 23, 2017",Claimed,8220.0
41499,"50Ξ ($104,573)",,,"Jun 28, 2021",Offered,8221.0
41500,"43.50Ξ ($78,969)",,,"Jun 25, 2021",Offered,8221.0
41501,"42.75Ξ ($95,702)",,,"Jun 18, 2021",Offered,8221.0
41502,"43Ξ ($112,106)",,,"Jun 01, 2021",Offered,8221.0
41503,"43.50Ξ ($98,052)",,,"May 22, 2021",Offered,8221.0
41504,"44Ξ ($154,595)",,,"May 06, 2021",Offered,8221.0
41505,"45Ξ ($149,058)",,,"May 03, 2021",Offered,8221.0
41506,,,,"May 03, 2021",Offer Withdrawn,8221.0
41507,"49Ξ ($146,842)",,,"May 03, 2021",Offered,8221.0
41508,"50Ξ ($115,960)",,,"Apr 24, 2021",Offered,8221.0
41509,"51.99Ξ ($123,264)",,,"Apr 21, 2021",Offered,8221.0
41510,"54Ξ ($116,371)",,,"Apr 12, 2021",Offered,8221.0
41511,"75Ξ ($155,705)",,,"Apr 09, 2021",Offered,8221.0
41512,"60Ξ ($124,235)",,,"Apr 08, 2021",Offered,8221.0
41513,"49Ξ ($103,687)",,,"Apr 06, 2021",Offered,8221.0
41514,"55Ξ ($98,115)",,,"Mar 21, 2021",Offered,8221.0
41515,"65Ξ ($120,295)",,,"Mar 20, 2021",Offered,8221.0
41516,"42.50Ξ ($78,654)",0x6f4a2d,straybit…,"Mar 20, 2021",Sold,8221.0
41517,"34Ξ ($61,838)",0x8ee483,,"Mar 19, 2021",Bid Withdrawn,8221.0
41518,"34Ξ ($62,038)",0x8ee483,,"Mar 19, 2021",Bid,8221.0
41519,"42.50Ξ ($77,167)",,,"Mar 19, 2021",Offered,8221.0
41520,,,0x6f4a2d,"Jun 23, 2017",Claimed,8221.0
41521,,sov,sov.eth,"Apr 25, 2021",Transfer,8222.0
41522,,,sov,"Jun 23, 2017",Claimed,8222.0
41523,,Wilcox,wilcox.e…,"Apr 25, 2021",Transfer,8223.0
41524,,0x00d7c9,Wilcox,"Sep 14, 2019",Transfer,8223.0
41525,0.75Ξ ($230),,,"Jul 07, 2019",Offered,8223.0
41526,,,0x00d7c9,"Jun 23, 2017",Claimed,8223.0
41527,"17.95Ξ ($35,171)",0xc04f55,0x67c443,"Feb 21, 2021",Sold,8224.0
41528,"17.95Ξ ($35,156)",,,"Feb 19, 2021",Offered,8224.0
41529,,Dude_Nak…,0xc04f55,"Feb 19, 2021",Transfer,8224.0
41530,1.20Ξ ($244),Pranksy,,"May 26, 2020",Bid Withdrawn,8224.0
41531,1.20Ξ ($245),Pranksy,,"May 26, 2020",Bid,8224.0
41532,0.25Ξ ($140),0x7f6ca7,Dude_Nak…,"Mar 21, 2018",Sold,8224.0
41533,0.21Ξ ($117),Dude_Nak…,,"Mar 19, 2018",Bid Withdrawn,8224.0
41534,0.21Ξ ($113),Dude_Nak…,,"Mar 18, 2018",Bid,8224.0
41535,0.18Ξ ($147),Dude_Nak…,,"Mar 06, 2018",Bid Withdrawn,8224.0
41536,0.18Ξ ($153),Dude_Nak…,,"Mar 05, 2018",Bid,8224.0
41537,0.25Ξ ($185),,,"Dec 29, 2017",Offered,8224.0
41538,0.15Ξ ($65),0xbc081c,0x7f6ca7,"Dec 10, 2017",Sold,8224.0
41539,0.15Ξ ($39),,,"Sep 21, 2017",Offered,8224.0
41540,,metakid,0xbc081c,"Sep 20, 2017",Transfer,8224.0
41541,0.05Ξ ($16),0x7760e0,,"Jun 28, 2017",Bid,8224.0
41542,,,metakid,"Jun 23, 2017",Claimed,8224.0
41543,,sov,sov.eth,"Apr 25, 2021",Transfer,8225.0
41544,"17.30Ξ ($30,641)",0x0d4aea,,"Mar 12, 2021",Bid Withdrawn,8225.0
41545,"17.30Ξ ($31,177)",0x0d4aea,,"Mar 11, 2021",Bid,8225.0
41546,0.37Ξ ($89),Zonked,,"Jun 01, 2020",Bid Withdrawn,8225.0
41547,0.37Ξ ($81),Zonked,,"May 29, 2020",Bid,8225.0
41548,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,8225.0
41549,,,sov,"Jun 23, 2017",Claimed,8225.0
41550,"23.45Ξ ($47,244)",Zonked,0x73a8ae,"Jul 12, 2021",Sold,8226.0
41551,"20Ξ ($47,661)",0x584cdf,,"Jul 07, 2021",Bid Withdrawn,8226.0
41552,"20Ξ ($46,522)",0x584cdf,,"Jul 04, 2021",Bid,8226.0
41553,"23.45Ξ ($62,645)",,,"Jun 06, 2021",Offered,8226.0
41554,"27.50Ξ ($94,446)",,,"May 05, 2021",Offered,8226.0
41555,"30Ξ ($87,869)",,,"May 02, 2021",Offered,8226.0
41556,,,,"Apr 08, 2021",Offer Withdrawn,8226.0
41557,"22.90Ξ ($47,531)",,,"Apr 04, 2021",Offered,8226.0
41558,"26Ξ ($47,655)",,,"Mar 30, 2021",Offered,8226.0
41559,,,,"Feb 13, 2021",Offer Withdrawn,8226.0
41560,"9Ξ ($12,186)",,,"Jan 30, 2021",Offered,8226.0
41561,,WrappedC…,Zonked,"Oct 14, 2020",(Unwrap),8226.0
41562,2.50Ξ ($865),Carlini8,Zonked,"Sep 24, 2020",Sold,8226.0
41563,,0xaadfe3,WrappedC…,"Sep 15, 2020",(Wrap),8226.0
41564,,Carlini8,0xaadfe3,"Sep 15, 2020",Transfer,8226.0
41565,1.79Ξ ($673),natealex,Carlini8,"Sep 14, 2020",Sold,8226.0
41566,1.79Ξ ($368),,,"May 28, 2020",Offered,8226.0
41567,1.50Ξ ($310),_K_A_M_I…,natealex,"May 28, 2020",Sold,8226.0
41568,1.50Ξ ($310),,,"May 28, 2020",Offered,8226.0
41569,1.79Ξ ($369),,,"May 28, 2020",Offered,8226.0
41570,,,,"May 27, 2020",Offer Withdrawn,8226.0
41571,1.65Ξ ($342),,,"May 27, 2020",Offered,8226.0
41572,2Ξ ($412),,,"May 27, 2020",Offered,8226.0
41573,1.65Ξ ($336),,,"May 27, 2020",Offered,8226.0
41574,1.75Ξ ($355),,,"May 27, 2020",Offered,8226.0
41575,1.50Ξ ($304),,,"May 27, 2020",Offered,8226.0
41576,1.85Ξ ($373),,,"May 27, 2020",Offered,8226.0
41577,,,,"May 27, 2020",Offer Withdrawn,8226.0
41578,1.90Ξ ($386),,,"May 26, 2020",Offered,8226.0
41579,,,,"May 26, 2020",Offer Withdrawn,8226.0
41580,2Ξ ($408),,,"May 26, 2020",Offered,8226.0
41581,1.40Ξ ($291),TweetyPi…,_K_A_M_I…,"May 24, 2020",Sold,8226.0
41582,1.40Ξ ($278),,,"May 21, 2020",Offered,8226.0
41583,1.10Ξ ($218),Hemba,TweetyPi…,"May 21, 2020",Sold,8226.0
41584,1.10Ξ ($188),,,"Jan 17, 2020",Offered,8226.0
41585,,,Hemba,"Jun 23, 2017",Claimed,8226.0
41586,0.50Ξ ($796),0x15547b,,"Mar 03, 2021",Bid,8227.0
41587,"18.80Ξ ($36,044)",belsky.e…,grunar.e…,"Feb 20, 2021",Sold,8227.0
41588,"18.80Ξ ($37,434)",,,"Feb 20, 2021",Offered,8227.0
41589,"122Ξ ($221,554)",,,"Feb 14, 2021",Offered,8227.0
41590,"8.88Ξ ($16,126)",Hex,belsky.e…,"Feb 14, 2021",Sold,8227.0
41591,"8.88Ξ ($15,287)",,,"Feb 05, 2021",Offered,8227.0
41592,"4Ξ ($2,931)",0xde0193,Hex,"Dec 31, 2020",Sold,8227.0
41593,"4Ξ ($2,931)",Hex,,"Dec 31, 2020",Bid,8227.0
41594,"3.50Ξ ($2,565)",TokenAng…,,"Dec 31, 2020",Bid,8227.0
41595,"2.30Ξ ($1,685)",Party,,"Dec 31, 2020",Bid,8227.0
41596,,,0xde0193,"Jun 23, 2017",Claimed,8227.0
41597,,0xcbd482,0x577ebc,"Jan 31, 2021",Transfer,8228.0
41598,0.05Ξ ($16),0x7760e0,,"Jun 28, 2017",Bid,8228.0
41599,,,0xcbd482,"Jun 23, 2017",Claimed,8228.0
41600,0.49Ξ ($42),0x682c30,0xc352b5,"Dec 13, 2018",Sold,8229.0
41601,0.49Ξ ($188),,,"Aug 30, 2017",Offered,8229.0
41602,0.20Ξ ($45),0x00bd3a,,"Jul 18, 2017",Bid Withdrawn,8229.0
41603,"4.90Ξ ($1,113)",,,"Jul 18, 2017",Offered,8229.0
41604,0.20Ξ ($34),0x00bd3a,,"Jul 15, 2017",Bid,8229.0
41605,,,0x682c30,"Jun 23, 2017",Claimed,8229.0
41606,"110Ξ ($439,989)",,,"May 10, 2021",Offered,8230.0
41607,"74Ξ ($153,752)",0xff70ec,,"Apr 09, 2021",Bid Withdrawn,8230.0
41608,"74Ξ ($135,510)",0xff70ec,,"Mar 20, 2021",Bid,8230.0
41609,"70Ξ ($123,988)",0xddfdcb,,"Mar 17, 2021",Bid Withdrawn,8230.0
41610,"70Ξ ($125,483)",0xddfdcb,,"Mar 16, 2021",Bid,8230.0
41611,"140Ξ ($253,289)",,,"Mar 16, 2021",Offered,8230.0
41612,,0x00b278,0x9b11aa,"Mar 16, 2021",Transfer,8230.0
41613,2Ξ ($875),0x34e801,,"Nov 08, 2020",Bid Withdrawn,8230.0
41614,2Ξ ($860),0x34e801,,"Nov 06, 2020",Bid,8230.0
41615,0.39Ξ ($94),0x682c30,0x00b278,"Jul 07, 2017",Sold,8230.0
41616,0.39Ξ ($94),,,"Jul 07, 2017",Offered,8230.0
41617,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,8230.0
41618,,,0x682c30,"Jun 23, 2017",Claimed,8230.0
41619,,Wilcox,wilcox.e…,"Apr 25, 2021",Transfer,8232.0
41620,,0x00d7c9,Wilcox,"Sep 15, 2019",Transfer,8232.0
41621,0.50Ξ ($134),,,"Jul 13, 2019",Offered,8232.0
41622,,,0x00d7c9,"Jun 23, 2017",Claimed,8232.0
41623,"46.50Ξ ($182,244)",,,"May 10, 2021",Offered,8233.0
41624,"8.50Ξ ($15,561)",0xca8fe4,0x4885aa,"Feb 14, 2021",Sold,8233.0
41625,"8.50Ξ ($14,841)",,,"Feb 09, 2021",Offered,8233.0
41626,,0x00bd9f,0xca8fe4,"Mar 08, 2018",Transfer,8233.0
41627,0.91Ξ ($204),,,"Jul 12, 2017",Offered,8233.0
41628,0.20Ξ ($57),Cyborg,0x00bd9f,"Jul 02, 2017",Sold,8233.0
41629,0.20Ξ ($59),,,"Jun 29, 2017",Offered,8233.0
41630,,,Cyborg,"Jun 23, 2017",Claimed,8233.0
41631,0.15Ξ ($33),0xbc081c,0x337101,"Oct 03, 2018",Sold,8234.0
41632,0.15Ξ ($39),,,"Sep 21, 2017",Offered,8234.0
41633,,,,"Sep 21, 2017",Offer Withdrawn,8234.0
41634,0.29Ξ ($65),,,"Aug 03, 2017",Offered,8234.0
41635,,,,"Aug 03, 2017",Offer Withdrawn,8234.0
41636,0.30Ξ ($68),,,"Jul 20, 2017",Offered,8234.0
41637,,,,"Jul 20, 2017",Offer Withdrawn,8234.0
41638,3Ξ ($761),,,"Jun 26, 2017",Offered,8234.0
41639,,,0xbc081c,"Jun 23, 2017",Claimed,8234.0
41640,"24Ξ ($45,225)",metamort…,,"Jul 19, 2021",Bid,8235.0
41641,"32Ξ ($73,869)",,,"Apr 23, 2021",Offered,8235.0
41642,"35Ξ ($74,406)",,,"Apr 12, 2021",Offered,8235.0
41643,"27Ξ ($56,099)",,,"Apr 08, 2021",Offered,8235.0
41644,,,0x6f4a2d,"Jun 23, 2017",Claimed,8235.0
41645,,0x48db19,0x3be89b,"May 02, 2021",Transfer,8236.0
41646,,,0x48db19,"Jun 23, 2017",Claimed,8236.0
41647,"24Ξ ($53,144)",,,"Jun 18, 2021",Offered,8237.0
41648,"17Ξ ($63,924)",0xd4442b,0x237685,"May 13, 2021",Sold,8237.0
41649,"19.75Ξ ($82,636)",,,"May 12, 2021",Offered,8237.0
41650,"17Ξ ($69,134)",0x237685,,"May 11, 2021",Bid,8237.0
41651,"20Ξ ($83,406)",,,"May 10, 2021",Offered,8237.0
41652,"21Ξ ($82,304)",,,"May 10, 2021",Offered,8237.0
41653,"22.50Ξ ($87,240)",,,"May 09, 2021",Offered,8237.0
41654,"22.80Ξ ($77,434)",,,"May 04, 2021",Offered,8237.0
41655,"23.49Ξ ($76,577)",,,"May 03, 2021",Offered,8237.0
41656,"24Ξ ($76,066)",,,"May 03, 2021",Offered,8237.0
41657,"24.48Ξ ($77,587)",,,"May 03, 2021",Offered,8237.0
41658,"24.50Ξ ($67,758)",,,"May 01, 2021",Offered,8237.0
41659,"25Ξ ($69,561)",,,"Apr 30, 2021",Offered,8237.0
41660,"26.50Ξ ($71,674)",,,"Apr 28, 2021",Offered,8237.0
41661,"28.50Ξ ($74,989)",,,"Apr 27, 2021",Offered,8237.0
41662,"22.50Ξ ($59,533)",0x97db27,0xd4442b,"Apr 27, 2021",Sold,8237.0
41663,"21Ξ ($55,386)",0xd4442b,,"Apr 27, 2021",Bid Withdrawn,8237.0
41664,"21Ξ ($53,035)",0xd4442b,,"Apr 27, 2021",Bid,8237.0
41665,"22.50Ξ ($54,325)",,,"Apr 22, 2021",Offered,8237.0
41666,"18Ξ ($43,903)",beri.eth,,"Apr 21, 2021",Bid Withdrawn,8237.0
41667,"19.25Ξ ($46,795)",EliteCat…,0x97db27,"Apr 21, 2021",Sold,8237.0
41668,"18Ξ ($43,756)",beri.eth,,"Apr 21, 2021",Bid,8237.0
41669,"19.25Ξ ($45,589)",,,"Apr 21, 2021",Offered,8237.0
41670,"25.50Ξ ($57,829)",,,"Apr 21, 2021",Offered,8237.0
41671,"19.85Ξ ($45,016)",,,"Apr 21, 2021",Offered,8237.0
41672,,0xc2cf71,EliteCat…,"Apr 20, 2021",Transfer,8237.0
41673,"50Ξ ($96,553)",,,"Feb 22, 2021",Offered,8237.0
41674,"25Ξ ($45,339)",,,"Feb 17, 2021",Offered,8237.0
41675,"12.34Ξ ($22,085)",,,"Feb 11, 2021",Offered,8237.0
41676,,WrappedC…,0xc2cf71,"Nov 05, 2020",(Unwrap),8237.0
41677,,0xdef157,WrappedC…,"Sep 12, 2020",(Wrap),8237.0
41678,,0xc2cf71,0xdef157,"Sep 12, 2020",Transfer,8237.0
41679,"2.50Ξ ($1,006)",,,"Aug 29, 2020",Offered,8237.0
41680,"9.99Ξ ($2,351)",,,"May 31, 2020",Offered,8237.0
41681,3.33Ξ ($692),,,"May 17, 2020",Offered,8237.0
41682,3Ξ ($587),,,"Feb 05, 2020",Offered,8237.0
41683,3Ξ ($574),,,"Feb 05, 2020",Offered,8237.0
41684,6Ξ ($850),,,"Mar 16, 2019",Offered,8237.0
41685,0.60Ξ ($85),Pixls,0xc2cf71,"Mar 16, 2019",Sold,8237.0
41686,0.60Ξ ($85),,,"Mar 16, 2019",Offered,8237.0
41687,0.30Ξ ($43),0xfadd89,Pixls,"Mar 16, 2019",Sold,8237.0
41688,0.30Ξ ($43),,,"Mar 16, 2019",Offered,8237.0
41689,0.30Ξ ($43),,,"Mar 16, 2019",Offered,8237.0
41690,0.05Ξ ($25),0x00d7c9,0xfadd89,"Jun 12, 2018",Sold,8237.0
41691,0.05Ξ ($27),,,"Jun 11, 2018",Offered,8237.0
41692,"1Ξ ($1,279)",,,"Jan 15, 2018",Offered,8237.0
41693,,,0x00d7c9,"Jun 23, 2017",Claimed,8237.0
41694,"2.90Ξ ($1,086)",Michel_M…,snax,"Sep 14, 2020",Sold,8238.0
41695,"2.90Ξ ($1,057)",,,"Sep 13, 2020",Offered,8238.0
41696,,,,"Sep 11, 2020",Offer Withdrawn,8238.0
41697,2.10Ξ ($775),,,"Sep 11, 2020",Offered,8238.0
41698,0.98Ξ ($370),0x0553de,Michel_M…,"Aug 07, 2020",Sold,8238.0
41699,0.98Ξ ($369),,,"Aug 07, 2020",Offered,8238.0
41700,1.29Ξ ($417),,,"Jul 27, 2020",Offered,8238.0
